Author_id,Name
2659,Kathy Hepinstall
2660,Meredith Webber
2661,Leonid Gore
2662,Bill Montalbano
2663,William J. Coughlin
2664,Ana Castillo
2665,George Bernard Shaw
2666,Ursula Michels-Wenz
2667,Annemarie
2668,Hella S. Haasse
2669,Arnulf Zitelmann
2670,Doro Gã¶Bel
2671,Karen Cushman
2672,Peter Robert
2673,Peter Hã¸Eg
2674,Angelika Gundlach
2675,Lillian Too
2676,Charlotte Bronte
2677,Julian May
2678,R.A. Macavoy
2679,Edward Hubler
2680,R. L. Fisher
2681,Slavenka Drakulic
2682,Penelope Fitzgerald
2683,Thomas M. Disch
2684,T. S. Eliot
2685,Sharon Kay Penman
2686,William S. Burroughs
2687,T. H. White
2688,Sylvan Barnet
2689,Helene Hanff
2690,Clive Barker
2691,Lawrence Block
2692,Ray Brad
2693,Newman K.
2694,Barbara L. Heller M.S.W.
2695,Chad Walsh
2696,Roland Evans
2697,Kathleen A. Brehony
2698,Robert Drewe
2699,Carlos Fuentes
2700,Alfred Macadam
2701,Peter Kelder
2702,Dalai Lama
2703,Howard C. Cutler
2704,Jã¼Rgen Manshardt
2705,Kathr
2706,Wladimir Kaminer
2707,Paul Berf
2708,Barbara Sirges
2709,Francine Pascal
2710,Marie T. Morreale
2711,Brooks Whitney
2712,Tracy Mcguinness
2713,Barbara Park
2714,Denise Brunkus
2715,Katy Hall
2716,Lisa Eisenberg
2717,John Devore
2718,Roy Doty
2719,Liz Curtis Higgs
2720,Astrid Lindgren
2721,Louis S. Glanzman
2722,Florence Lamborn
2723,Diana G. Gallagher
2724,Cathy West
2725,Patricia Barnes-Svarney
2726,Stefanie Scott
2727,Tamara England
2728,Walter Rane
2729,Connie Porter
2730,Dahl Taylor
2731,Dan Andreasen
2732,Peg Ross
2733,Jean Paul Tibbles
2734,Patricia Maclachlan
2735,Daniel Pink
2736,John R. Erickson
2737,E. L. Konigsburg
2738,John Le Carrã©
2739,David Hajdu
2740,Janet Lunn
2741,N. R. Jackson
2742,Zz Packer
2743,Betina Krahn
2744,Mario Puzo
2745,Kinky Friedman
2746,Jolan Chang
2747,Dossie Easton
2748,Catherine A. Liszt
2749,David Macaulay
2750,Todd Lammle
2751,James Chellis
2752,Don Porter
2753,Terah Kathryn Collins
2754,Juan Villoro
2755,Victoria Thompson
2756,Joy Williams
2757,John Train
2758,Pierre Le-Tan
2759,Carlos Valles
2760,J. Patrick
2761,Ph.D. Gannon
2762,Philip Goldberg
2763,Odell Shepard
2764,Nancy Pickard
2765,Ethan Black
2766,J. K. Rowling
2767,Bailey White
2768,Mario De Carvalho
2769,Editors Of Phaidon Press
2770,John Robbins
2771,Dean Ornish
2772,Bonnie Bryant
2773,Alison Wearing
2774,James Thurber
2775,Michael Baigent
2776,Richard Leigh
2777,Lewin
2778,Susan Orlean
2779,Crabbe Evers
2780,Nancy Wright
2781,Lisa Heron
2782,Brian Heron
2783,Carlos Ruiz Zafon
2784,Lucia Graves
2785,Peter Cashwell
2786,Carson Mccullers
2787,Bob Woodward
2788,Gabriel Zaid
2789,Natasha Wimmer
2790,Khaled Hosseini
2791,Frances Tenenbaum
2792,S. Williams
2793,Tom Hazuka
2794,Denise Thomas
2795,James Thomas
2796,Nikolai Gogol
2797,Andrew R. Macandrew
2798,Leon Stilman
2799,Charles Lewis
2800,Floyd Skloot
2801,Douglas Coupland
2802,Tom Stoppard
2803,Cornel West
2804,Elie Wiesel
2805,David Mcduff
2806,Nathan Englander
2807,Louise Cooper
2808,Marie
2809,Hugo Marsan
2810,Frã©Dã©Ric Beigbeder
2811,Percy Kemp
2812,Honorã© De Balzac
2813,Jeannine Guichrdet
2814,Jorge Amado
2815,Vincent Ravalec
2816,Antonio Tabucchi
2817,Lise Chapuis
2818,Robert Vavra
2819,Christina Dodd
2820,Virginia Henley
2821,John Dunning
2822,Gina Berriault
2823,Antonya Nelson
2824,Richard Vetere
2825,Ann Thornhill
2826,Sarah Wells
2827,Erik Quisling
2828,Dianna Booher
2829,Grant Naylor
2830,Margaret Eleanor Atwood
2831,Graham Masterton
2832,Dai Sijie
2833,Ina Rilke
2834,Louise Bagshawe
2835,Richard Bolles
2836,Jenny Newman
2837,Charles W. Sweeney
2838,James A. Antonucci
2839,Marion K. An
2840,Conrad Allen
2841,Marie Arana
2842,Arthur V. Sellwood
2843,A. V. Sellwood
2844,James Lucas
2845,William Zimmer
2846,Roberta Miller
2847,George Wilson
2848,Donald R. Burgett
2849,Bonnie Angelo
2850,Lawrence Otis Graham
2851,Raymond Strait
2852,Hampton Sides
2853,William W. Putney
2854,Wolfgang W. E. Samuel
2855,Ron Naveen
2856,Sean Flannery
2857,William Sarabande
2858,Dorothy Glenn
2859,Joan Hohl
2860,Dixie Browning
2861,Allan W Eckert
2862,James Kelman
2863,Kitty Kelley
2864,Pamela Kaufman
2865,Michael Levey
2866,Joanna Richardson
2867,Miriam Gurko
2868,Monica Ferris
2869,Sheila L. Skemp
2870,Katie Hickman
2871,Maria Perry
2872,Brian Dolan
2873,Bertram Fields
2874,Frances Hill
2875,Jane Newdick
2876,Andrew Morton
2877,Iyanla Vanzant
2878,Ellen Michaud
2879,Russell Wild
2880,Ekaterina Gordeeva
2881,E. M. Swift
2882,The Staff Of Research &Amp
2883,Education Association
2884,Camilla T. Crespi
2885,Peter Mcwilliams
2886,Harold H. Bloomfield
2887,Melba Colgro
2888,Michael Broder
2889,Janet Luhrs
2890,Barbara De Angelis
2891,Blu Greenberg
2892,Mary Ann Mitchell
2893,Patrick Wood
2894,Jari Tervo
2895,Primo Levi
2896,Stuart Woolf
2897,Paul Bailey
2898,Jacques Prã©Vert
2899,Nick Bantock
2900,Mary Maruca
2901,Hanif Kureishi
2902,Thomas Block
2903,Suzette Haden Elgin
2904,M. J. Ryan
2905,Miguel Ruiz
2906,Cornwell Patricia
2907,J. M. Coetzee
2908,Alex Garland
2909,Joy Fielding
2910,Nathaniel Philbrick
2911,Bernhard Robben
2912,Jude Watson
2913,George Weinberg
2914,Bstan-Dzin-Rgya-Mtsho
2915,Donald S. Lopez
2916,E. Donnall Thomas Jr.
2917,Shena Mackay
2918,J.M. O'Neill
2919,Terry Carr
2920,Penina Keen Spinka
2921,Mary Renault
2922,Christian Bobin
2923,Jean-Dominique Bauby
2924,Daniel Pennac
2925,Amin Maalouf
2926,T. A. Barron
2927,Isak Dinesen
2928,Janet Ahlberg
2929,Allan Ahlberg
2930,Joseph Finder
2931,Daniel Mcneill
2932,Master Lam Kam-Chuen
2933,George Eliot
2934,Erica Spindler
2935,Phoebe Gloeckner
2936,Stephen Dobyns
2937,Anne Bishop
2938,Kazuo Ishiguro
2939,Lalita Tademy
2940,R. Forster
2941,Aimee Liu
2942,Cathy Maxwell
2943,Harvey Karp
2944,Barbara Bretton
2945,Mike Ashley
2946,Victor Gischler
2947,Loren Estleman
2948,Ben Rehder
2949,Ellen F. Fitzpatrick
2950,Carl Jensen
2951,Project Censored
2952,Tom Tomorrow
2953,Mitchell Stephens
2954,Pete Hamill
2955,Dan Rather
2956,Matt Drudge
2957,Crosland Brown
2958,Phillip M. Margolin
2959,Marcia Muller
2960,Kasey Michaels
2961,Bruce Robinson
2962,Craig Spector
2963,James Cameron
2964,Robert Fulghum
2965,Susan H Okeefe
2966,Joe Orton
2967,Uta Hagen
2968,Haskel Frankel
2969,Stella Rodway
2970,Francois Mauriac
2971,Josephine Carr
2972,Alistair Maclean
2973,Peter Benchley
2974,J. D. Robb
2975,Bob Uecker
2976,James Blish
2977,Diana Wynne Jones
2978,John (Fire) Lame Deer
2979,Jim Butcher
2980,Lowell Bair
2981,Ian Fleming
2982,Curt Gentry
2983,E. L. Swann
2984,Mark Shepherd
2985,Gentry Lee
2986,John Vornholt
2987,Zelazny
2988,Robert Daley
2989,Catherine Jones
2990,Running Press
2991,Jared M. Diamond
2992,Ian Frazier
2993,Edain Mccoy
2994,John Dufresne
2995,Fayrene Preston
2996,Rand Miller
2997,David Wingrove
2998,Pamela Norris
2999,Jelloun
3000,Caela Farren
3001,William E. Blundell
3002,Andrew Delbanco
3003,Marguerite Duras
3004,Par Lagerkvist
3005,Alexandra Dick
3006,Alice Kaplan
3007,Jo Ann Beard
3008,Dorothea Brande
3009,Alexandre Dumas Pã..Re
3010,Maxine Trottier
3011,Mark Bricklin
3012,Derek Wilson
3013,Iris Gadd
3014,Roger Gadd
3015,Dana Fuller Ross
3016,Kirsten Boie
3017,Gillian Butler
3018,Tony Hope
3019,Marjorie L. Lloyd
3020,David Fontana
3021,Mary Norton
3022,Beth Krush
3023,Joe Krush
3024,Yahiya Emerick
3025,Michael Gannon
3026,Brindley Louise
3027,Robin Dalton
3028,Kate Dicamillo
3029,Felix Salten
3030,R. J. Pineiro
3031,Colin Forbes
3032,Patricia Shaw
3033,Anna Maria Ortese
3034,Sigrid Vagt
3035,Andreas Brandhorst
3036,Italo Calvino
3037,Oswalt Von Nostitz
3038,Paul C. Doherty
3039,Frauke Biehl
3040,Sevim Kabak
3041,Amã©Lie Nothomb
3042,Wolfgang Kriege
3043,Alastair Macneill
3044,Alastair Mcneill
3045,Alistair Maclea
3046,Alison Lurie
3047,Otto Bayer
3048,Glenn Meade
3049,Wolfgang Thon
3050,Allan Folsom
3051,Dorit Zinn
3052,Petra Durst-Benning
3053,Eva Maaser
3054,Jaime Bayly
3055,Lindy Arriaga Diaz
3056,Laurens Van Der Post
3057,Barbara Mertz
3058,Clara Pierre
3059,Gabriele Weber-Jaric
3060,Frederik Berger
3061,Ruth Berger
3062,Peter Berling
3063,R. Conrad Stein
3064,Susan R. Matthews
3065,Kathy Tyers
3066,Jerry Pournelle
3067,John F. Carr
3068,Roland Green
3069,James P. Hogan
3070,Don Wismer
3071,C. J. Cherryh
3072,Eric Flint
3073,David Drake
3074,Phillip Margolin
3075,Leonard Goldberg
3076,Willie Morris
3077,Piers Dudgeon
3078,Marion Crawford
3079,Josephine Cox
3080,Faith Addis
3081,F. Scott Fitzgerald
3082,Sara Backer
3083,Newt Scamander
3084,Charles Vess (Illustrator)
3085,Garth Nix
3086,Betty Lumsden Milne
3087,Philip Plisson
3088,Jan Siegel
3089,Washington Irving
3090,Cathy Guisewite
3091,Charles M. Schulz
3092,Susan Cooper
3093,Alan Cober
3094,Deanne Stillman
3095,Laura Levine
3096,Graham C. Barrett
3097,Rudyard Kipling
3098,Don Daily
3099,Jim Razzi
3100,Chris Schnabel
3101,Louisa M. Atcott
3102,Gavin Rowe
3103,Gina Ingoglia
3104,Francese Mateu
3105,Carlos Collodi
3106,Greg Hildebrandt
3107,P. L. Whitney
3108,Carolyn Mackler
3109,Robin Jones Gunn
3110,Debbie Macomber
3111,Steve Friedman
3112,Jane Hissey
3113,Masterson Elementary Students
3114,First Grade Students
3115,Margaret Landon
3116,Julianna Baggott
3117,Alex Boese
3118,Webb Garrison
3119,Megan Mccafferty
3120,Jill A. Davis
3121,Charles Purdy
3122,Greg Johnson
3123,Jonathan Snow
3124,Sylvia Thompson
3125,Brooke Scudder
3126,Aileen Paterson
3127,Molly Rice
3128,David Ignatius
3129,Allison Pearson
3130,Jonathan Tropper
3131,Jenny Colgan
3132,Cathy Hopkins
3133,Melissa Miller
3134,Katherine B. Chauncey
3135,George Foreman
3136,Betty Crocker Editors
3137,Grange Books Ed
3138,Robert Bly
3139,Robert Strandquist
3140,Victoria Moran
3141,Debrena Jackson Gandy
3142,Sally Warner
3143,Daniel Jones
3144,Kate Freiman
3145,Eric Carle
3146,Marty Becker
3147,Caro
3148,Stan Redding
3149,Frank W. Abagnale
3150,Glenna Mcreynolds
3151,Maeve. Binchy
3152,Elizabeth Lowell
3153,Ben Cohen
3154,Jerry Greenfield
3155,Nancy Stevens
3156,Delinsky
3157,Teresa Medeiros
3158,Daphne Rose Kingma
3159,Johanna Spyri
3160,Shari Lewis
3161,Frances Mayes
3162,Robert Crais
3163,Susan Ludington-Hoe
3164,Susan K. Golant
3165,John D. Macdonald
3166,Landrum B. Shettles
3167,David M. Rorvik
3168,Shelley Austin Kastner
3169,Frances H. Burnett
3170,Robin Wells
3171,Lynn Erickson
3172,John E. Sarno
3173,Trudi Pacter
3174,Quinn T. Evans
3175,Janelle Taylor
3176,Robert Tallant
3177,Juan Kattan-Ibarra
3178,Shirley Hazzard
3179,Felicity Trotman
3180,Falcon Travis
3181,Chip Lovitt
3182,Harriet Grey
3183,Bud Gardner
3184,Robert A. Wilson
3185,Stanley Marcus
3186,Owen Parry
3187,Michael Perry
3188,Chelsea Quinn Yarbro
3189,Freeman Patterson
3190,Malcolm Gladwell
3191,Jiddu Krishnamurti
3192,William Dalrymple
3193,Paul Hoffman
3194,Duncan J. Watts
3195,Sarina Singh
3196,Michelle Coxall
3197,Royina Grewal
3198,Inez Mcalister Faber
3199,Dottie Mcdowell
3200,Josh Mcdowell
3201,David N. Weiss
3202,Sally Beauman
3203,Paul Solotaroff
3204,Peter Singer
3205,W. Y. Evans-Wentz
3206,Lama Anagarika Govinda
3207,Sir John
3208,Frank Godwin
3209,Henrik Ibsen
3210,James Mcfarlane
3211,Jens
3212,Margo Culley
3213,D. C. R. A. Goonetilleke
3214,E.M. Forster
3215,John F. Mcgrady
3216,Pat Conroy
3217,Norah Lofts
3218,Suzanne Strempek Shea
3219,Robb Forman Dew
3220,Eric Nylund
3221,Michael D. Warden
3222,Thomas J. Stanley
3223,William D. Danko
3224,Rosellen Brown
3225,R. K. Narayan
3226,George Mackay Brown
3227,Spike Milligan
3228,Thomas Paine
3229,Henry Collins
3230,John N. Davie
3231,David Skilton
3232,A. Alvarez
3233,A. J. Hill
3234,Sharon Sala
3235,Peggy Moreland
3236,Paula Detmer Riggs
3237,Guideposts Magazine
3238,Marie Watts
3239,Joy Darien
3240,Bill Richardson
3241,Jill Conner Browne
3242,Katherine O'Neal
3243,Sherwood Anderson
3244,Amy Paulsen
3245,(None)
3246,Julia Alvarez
3247,Christopher Reich
3248,Mary Cantwell
3249,Stefan Fatsis
3250,Michael Kinsley
3251,Hentoff
3252,Debbie Dadey
3253,Marcia T. Jones
3254,Dr. Charles F. Stanley
3255,Rick Carson
3256,Eth Clifford
3257,Caroline B. Cooney
3258,Niccolo Ammaniti
3259,Jonathan Hunt
3260,Walter Dean Myers
3261,Chris Fabry
3262,Susan Richards Shreve
3263,James Marshall
3264,Edith Nesbit
3265,Robert L. Veninga
3266,Janis Arnold
3267,Cindy Bonner
3268,Hannah Crafts
3269,Henry Louis Gates Jr.
3270,Jim Grimsley
3271,Robert Siegel
3272,Onion Staff
3273,Richard Scarry
3274,Mickey Spillane
3275,John Knowles
3276,David Halberstam
3277,Will Ferguson
3278,Ian Ferguson
3279,Carol Off
3280,George Gibian
3281,Louise Maude
3282,Aylmer Maud
3283,Anthony Lane
3284,John Kennedy Toole
3285,Walker Percy
3286,Richard Blow
3287,Lisa Beamer
3288,Ken Abraham
3289,David Suzuki
3290,John Connelly
3291,J.M. Morris
3292,Sara Lewis
3293,Donada Peters
3294,Renee
3295,Mickey Zucker Reichert
3296,Lee Hogan
3297,Judith Miller
3298,Stephen Engelberg
3299,William Broad
3300,T. R. Pearson
3301,Bill Schultheis
3302,Christa Worthington
3303,Richard Bachman
3304,Wilbur Witt
3305,Iain Lawrence
3306,Peter Wright
3307,Mary Stewart
3308,Gore Vidal
3309,Molly Cochran
3310,Warren Murphy
3311,Jim Collins
3312,Robert Pirsig
3313,Troon Mcallister
3314,China Mieville
3315,Chang-Rae Lee
3316,Tom Bradby
3317,Jimmy Breslin
3318,Adam Haslett
3319,Victoria Price
3320,Lloyd Alexander
3321,Annelie Ortmanns
3322,D. E. Rogers
3323,Douglas Robinson
3324,Millenia Black
3325,Laurie Fox
3326,Wendy Northcutt
3327,Martin Mull
3328,Allen Rucker
3329,Rubin Carter
3330,Peter Carey
3331,Cinammon Burke
3332,Phoebe Conn
3333,Rosalind Laker
3334,Mary Mcmullen
3335,Anne L. Squire-Buresh
3336,Merrill Miller
3337,Nancy Thayer
3338,Hunter S. Thompson
3339,Karen Scalf Linamen
3340,Camille Cauti
3341,Luther Blissett
3342,Helga Schneider
3343,Shaun Whiteside
3344,Richard Craze
3345,Javier Cercas
3346,Elisabeth Beyer
3347,Aleksandar Grujicic
3348,Charlotte A. Alexander
3349,Delta Burke
3350,Alexis Lipsitz
3351,Michael Johnston
3352,Christopher Pike
3353,Robert Simpson
3354,Michael A. Martin
3355,Andy Mangels
3356,Heather Jarman
3357,David R. George Iii
3358,Gabrielle De Cuir
3359,Ray Garton
3360,Judith Reeves-Stevens
3361,Garfield Ree
3362,Judith Reeves-Steven
3363,Garfield Reev
3364,Francis Scott Fitzgerald
3365,Jacques Tournier
3366,Kate Mcmullan
3367,Jan Burke
3368,Ed Laing
3369,Michael A. Kahn
3370,Christine Green
3371,Lewis Nordan
3372,William Diehl
3373,Julia Fenton
3374,Vicki A. Brady
3375,Linda Dobson
3376,Bob Barnes
3377,Marvin Allen
3378,Douglas Hobbie
3379,Gower
3380,Antony Sher
3381,Monika Elwenspoek
3382,Juan Ramon Jimenez
3383,Jack Welch
3384,John A. Byrne
3385,Conari Press
3386,Dawna Markova
3387,Andre Dubus Iii
3388,Ria Fehlau
3389,New Line Productions
3390,Tom Shales
3391,James Andrew Miller
3392,Charlotte Hughes
3393,Robert Goldsborough
3394,Jennifer Blake
3395,Anna Pavord
3396,S.D. Perry
3397,John Straley
3398,Jeff Rovin
3399,Julia Bell
3400,Paul Magrs
3401,Andrew Motion
3402,E. A. Ellis
3403,Robert Munsch
3404,Sheila Mcgraw
3405,Robin Quivers
3406,Norman Maclean
3407,S. E. Hinton
3408,John Gunther
3409,Richard Preston
3410,Lenny Flank
3411,Joy Adamson
3412,George Page
3413,Naguib Mahfouz
3414,Tagreid Abu-Hassabo
3415,Wei Hui
3416,Catherine Landis
3417,Amanda Eyre Ward
3418,Rachel Carson
3419,Linda Lear
3420,Tony Hawks
3421,Lindsay Clarke
3422,Karin Mcquillan
3423,Amy Thomson
3424,Laura Joh Rowland
3425,Marjorie B. Kellogg
3426,Marjorie Bradley Kellogg
3427,Jody Lee
3428,Kage Baker
3429,David Clement-Davies
3430,Rachel Pollack
3431,Emily Jenkins
3432,Mirika Mayo Cornelius
3433,Victor H. Krulak
3434,Charles Tomlinson
3435,Mary Ann Lamanna
3436,Agnes Riedmann
3437,Michael Drosnin
3438,John Searles
3439,Carol Grace
3440,Tom Stone
3441,Sheri Reynolds
3442,Bonnie Bluh
3443,Gloria Murphy
3444,Pat Shipman
3445,Donald Serrell Thomas
3446,Benedict Freedman
3447,Nancy Freedman
3448,Elizabeth Berg
3449,Roxana Robinson
3450,Willard Scott
3451,Bill Crider
3452,Laurie Graham
3453,Anne D. Leclaire
3454,Parnell Hall
3455,Catherine Anderson
3456,Nikki Rivers
3457,Kathleen O'Reilly
3458,Judy Christenberry
3459,Muriel Jensen
3460,Tina Leonard
3461,Emma Craig
3462,Nancy Pearl
3463,Tim Winton
3464,Jim Fergus
3465,Randall Robinson
3466,Jim Marrs
3467,Edwin A. Abbott
3468,William Sydney Porter
3469,Shane Weller
3470,Michael Henry Heim
3471,Wayne Weible
3472,T.C. Boyle
3473,Camilo Jose Cela
3474,Anthony Kerrigan
3475,Jeremy Harwood
3476,Simon Fielding
3477,Gillian Emerson-Robe
3478,Jim Underwood
3479,Pearl Cleage
3480,Marlo Morgan
3481,Gary Meier
3482,Gloria Meier
3483,Ernest Hillen
3484,Deirdre Madden
3485,Roger Hargreaves
3486,Stella Braam
3487,Hartmut Bieg
3488,Barbara Pierce
3489,Dinah Mccall
3490,Bertrice Small
3491,Kathy Love
3492,Lisa Plumley
3493,Cait London
3494,Lauren Baratz-Logsted
3495,Annie Gottlieb
3496,Slobodan D. Pesic
3497,Vicki Lewis Thompson
3498,Tony Johnston
3499,Rene Barjavel
3500,Ken Munro
3501,Liz Smith Parkhurst
3502,Rod Lorenz
3503,Thomas King
3504,Hansjã¶Rg Schneider
3505,Botho Strauã
3506,Erika Burkart
3507,Freya Von Moltke
3508,Reinhard Delau
3509,Hans-Ludwig Bã¶Hme
3510,Christina Viragh
3511,Jacques Wirz
3512,Michael Bayer
3513,Norber
3514,Linda Brower Meeks
3515,Philip Heit
3516,Randy M. Page
3517,Paul Lukas
3518,Fritjof Capra
3519,Suanne Kelman
3520,John Seabrook
3521,Lionel Tiger
3522,Hal Niedzviecki
3523,Ernest Becker
3524,Stig Bjorkman
3525,Tim Burton
3526,Steve Moss
3527,Tim Lott
3528,James M. Cain
3529,Dashiell Hammett
3530,Benjamin Anastas
3531,Jose Saramago
3532,Giovanni Pontiero
3533,Jacob Grimm
3534,Wilhelm Grimm
3535,Jack Zipes
3536,Arthur Nersesian
3537,Walter Kirn
3538,Roxanne Henke
3539,Wendy Corsi Staub
3540,Joshua Piven
3541,Hugh Ross Williamson
3542,Cindy Ribarich
3543,Suzanne Delzio
3544,Bill Lessard
3545,Steve Baldwin
3546,Harold Schechter
3547,Lesley Adkins
3548,Roy Adkins
3549,Ian Gibson
3550,Jan Bondeson
3551,Richard M. Stallman
3552,Lawrence Lessig
3553,Joshua Gay
3554,Lau
3555,Vaughn Bullard
3556,Kevin T. Smith
3557,Michael C. Daconta
3558,Mary Gentle
3559,Philip Hazel
3560,Richard Bird
3561,Tim O'Brien
3562,Stephen Williams
3563,Noel Perrin
3564,Marjory Wunsch
3565,Natalie Angier
3566,Tim Folger
3567,Anthony Everitt
3568,Chris Kreski
3569,Michael J. Nelson
3570,Stephen Kendrick
3571,Dave Mckean
3572,Randall Kennedy
3573,Rochelle Morton
3574,Jeff Kelly
3575,Thomas Lynch
3576,Larry L. King
3577,Ben Macintyre
3578,David M. Friedman
3579,Cheryl Rilly
3580,David Hagberg
3581,Eugenia Price
3582,Edward Mcnall Burns
3583,Standish Meacham
3584,Robert E. Ler
3585,Steven Alter
3586,Xavier Patier
3587,Jacques Serguine
3588,Helge Schneider
3589,Don Roberts
3590,Michael Mojher
3591,Anita Desai
3592,Gladys Taylor
3593,Jeff Burgess
3594,W. P. Kinsella
3595,Tor Seidler
3596,Vivian Vande Velde
3597,Gail Bowen
3598,Franz Kafka
3599,Sir Richard Francis Burton
3600,George R.R. Martin
3601,Kathe Koja
3602,Doug Lansky
3603,Caroline Rivolier
3604,S. White
3605,Judith Krantz
3606,Richard P. Henrick
3607,Johanna Kingsley
3608,Laurie Notaro
3609,Taylor Caldwell
3610,Julia Cameron
3611,Mark Griffin
3612,Theron Walker
3613,Elizabeth Powers
3614,Amy Mandelker
3615,Louise Perrotta
3616,Gina Fontana
3617,Ferdinand G. Mahfood
3618,Sue Ellen Cooper
3619,Andrea Reekstin
3620,Richard Rohr
3621,Joseph Martos
3622,Jamaica Kincaid
3623,Paul Fleischman
3624,Kathryn Jacobi
3625,Margot Livesey
3626,Cathi Hanauer
3627,Margaret Moorman
3628,Monica Ali
3629,Karen Joy Fowler
3630,Micah Sparks
3631,Lolly Winston
3632,Susan Minot
3633,Charlotte Vale Allen
3634,Cathy Kelly
3635,Eduardo Galeano
3636,Janice Law
3637,Judith Hawkes
3638,James Jennings
3639,Jean Baudrillard
3640,Julia Witwer
3641,Alvin Schwartz
3642,Stephen Gammell
3643,Melvin Burgess
3644,Neale Donald Walsch
3645,Janet Peery
3646,Robert Alexander
3647,Antwone Q. Fisher
3648,Mim E. Rivas
3649,Fred Chappell
3650,Frances Park
3651,Caroline Gordon
3652,Timothy Zahn
3653,O'Cork
3654,Larry Kirk
3655,Gerald Scarfe
3656,Steve Bell
3657,Mark Bryant
3658,Toni Goffe
3659,Henrietta Stickland
3660,Milan Rai
3661,Mandy Wagstaff
3662,Jean Liedloff
3663,Will Self
3664,John Lanchester
3665,Morihei Ueshiba
3666,John Stevens
3667,Steven Pressfield
3668,B.B. Hiller
3669,Lorrie Moore
3670,Ken  Follett
3671,Bruce H. Wilkinson
3672,Marele Day
3673,Robin Klein
3674,David Finn
3675,Cafi Cohen
3676,Dorothy Moore
3677,Raymond Moore
3678,Lucy Jo Palladino
3679,Daniel Silva
3680,Robert Adams
3681,Ken Kelly
3682,Harry Turtledove
3683,Robert Harris
3684,Walter Tevis
3685,Walter Wangerin Jr.
3686,Nevil Shute
3687,Conrad Black
3688,Brian Aldiss
3689,Jennifer Niven
3690,Stephen Hawking
3691,Brian Macarthur
3692,Richard A. Knaak
3693,Joseph Stanislaw
3694,Herman Wouk
3695,Daniel Hood
3696,Gunter Bã¶Hmer
3697,Britta Herz
3698,Thomas Finn
3699,Karl-Heinz Witzko
3700,Peter F. Hamilton
3701,Irene M. Pascoe
3702,Amy Goldman Koss
3703,Stephanie Barron
3704,William W. Hewitt
3705,Mircea Eliade
3706,John Wyndham
3707,William Boyd
3708,John M. Cohen
3709,Mark J. Cohen
3710,D. G. A. Whitten
3711,W.G.
3712,W.G. Moore Moore
3713,Friedrich Nietzsche
3714,R. J. Hollingdale
3715,A.R.R.R. Roberts
3716,H Leighton Steward
3717,Michael J.H. Taylor
3718,David Mondey
3719,Monique Roffey
3720,Peter Bleksley
3721,S.Anderson Black
3722,Parragon
3723,Better Homes &Amp
3724,Gardens
3725,Joan Lewis
3726,Lynette Chil
3727,Brian Cole
3728,D. Griffith
3729,Tom Holland
3730,Bea Reiter
3731,Albert Bichler
3732,Horst Herzig
3733,Tina Herzig
3734,Jill Remains
3735,Natalie Zemon Davis
3736,Nora Ephron
3737,Illiad
3738,Bob Herbstman
3739,"Illiad"" Frazer J.D."
3740,Nancy Friday
3741,Amanda Quick
3742,Gloria Steinem
3743,Lisa Carey
3744,Joanne Rock
3745,Andy Rathbone
3746,William J. Bennett
3747,Richard Parrish
3748,Trevanian
3749,Alan Bullock
3750,Mewa Ramgobin
3751,Lou Dubose
3752,Legs Mcneil
3753,Gillian Mccain
3754,Stephen Baker
3755,Jackie Geyer
3756,Lynne Withey
3757,Flavius Josephus
3758,Betty Radice
3759,Julian Barnes
3760,Kurt Wagenseil
3761,Thucydides
3762,Steven Lattimore
3763,Joe Klein
3764,Joan Didion
3765,Todd Gitlin
3766,Steven Fraser
3767,Neil Postman
3768,Pat Robertson
3769,Firoozeh Dumas
3770,Rosamunde Pilcher
3771,Cathleen Schine
3772,Francine Prose
3773,William Dietrich
3774,Ruby Jean Jensen
3775,John Derbyshire
3776,Thich Nhat Hanh
3777,Peter Levitt
3778,Jerry Spinelli
3779,Jeffrey Hudson
3780,Barbara Seranella
3781,Alice Blanchard
3782,Tracey West
3783,Margaret George
3784,Louis Begley
3785,Elizabeth Von Arnim
3786,Marilyn Wallace
3787,Cameron Tuttle
3788,Susannah Bettag
3789,T. Jefferson Parker
3790,Robert Morgan
3791,Paul Kemprecos
3792,Janet Groene
3793,Gordon Groene
3794,Eric Garcia
3795,Stuart Pawson
3796,Robert J. Ringer
3797,Gary Braver
3798,Stephen C. George
3799,Kenneth Winston Caine
3800,Men'S Heal
3801,Steve Ettlinger
3802,James S Thayer
3803,Kristiana Gregory
3804,Abraham Verghese
3805,Robin Jarvis
3806,Colin Dann
3807,Ursula Moray Williams
3808,Sarah Mlynowski
3809,Michael Bergin
3810,Karen Templeton
3811,Linda Lenhoff
3812,Claire Cook
3813,Lauren Weisberger
3814,John Gray
3815,Silvana Klein
3816,Dirk Van Gunsteren
3817,Susan Sontag
3818,Reinhard Kaiser
3819,Peter K. Wehrli
3820,Fritz Krenn
3821,Tom Shachtman
3822,Waris Dirie
3823,Cathleen Miller
3824,Antoine Bello
3825,Claudia Kalscheuer
3826,Werner Burckhardt
3827,Verena Koch
3828,Heike GeiãLer
3829,Klaas Huizing
3830,Ingrid Noll
3831,Jã¼Rgen Abel
3832,Daniela Huzly
3833,Gregor Gysi
3834,Celia Fremlin
3835,Marcus Geiss And Henning Stegelmann
3836,Risa Mickenberg
